rb_date,next_rb,period_ret,nav
2015-03-16,2015-06-15,43.137427313661966,1.4313742731366197
2015-06-15,2015-09-14,-35.333160162516016,0.9256245086842083
2015-09-14,2015-12-14,7.280951378405202,0.9930187791081077
2015-12-14,2016-03-14,-14.699205178619506,0.8470529113047844
2016-03-14,2016-06-13,1.7808128208889422,0.862137338149013
2016-06-13,2016-09-12,9.282020294787321,0.9421611008449438
2016-09-12,2016-12-12,5.221968610336942,0.9913604577898717
2016-12-12,2017-03-13,3.5540610973247233,1.0265940141544418
2017-03-13,2017-06-12,12.110716526463538,1.1509219050863293
2017-06-12,2017-09-11,7.83889414376384,1.2411414549034367
2017-09-11,2017-12-11,7.143870857724571,1.3298069976034221
2017-12-11,2018-03-12,4.682413244489656,1.392074056585355
2018-03-12,2018-06-11,-3.7667377822941694,1.3396382771384394
2018-06-11,2018-09-17,-7.689670343395967,1.2366245098325441
2018-09-17,2018-12-17,-2.9992324359324716,1.1995352664229555
2018-12-17,2019-03-11,11.830911698018722,1.3414512245800492
2019-03-11,2019-06-17,-3.8915356889410293,1.2892481714257802
2019-06-17,2019-09-16,4.41118238725906,1.3461192596917737
2019-09-16,2019-12-16,-1.7491865284546164,1.3225731229443123
2019-12-16,2020-03-16,-8.736889575522328,1.2070213696371306
2020-03-16,2020-06-15,2.6665469388929415,1.2392071610209732
2020-06-15,2020-09-14,18.917893191077376,1.473639048159103
2020-09-14,2020-12-14,3.7581528527588235,1.5290206560868624
2020-12-14,2021-03-15,8.883821718813206,1.6648561252174474
2021-03-15,2021-06-14,7.0339088667472485,1.781960587827702
2021-06-14,2021-09-13,16.060483068835133,2.0681520663290853
2021-09-13,2021-12-13,-7.476557257733836,1.9135254929129857
2021-12-13,2022-03-14,-6.898664710873641,1.7815177849998267
2022-03-14,2022-06-13,5.5156165737505765,1.8797794752135912
2022-06-13,2022-09-12,0.2740303483389417,1.884930641457523
2022-09-12,2022-12-12,-1.8373182601945,1.8502984665900228
2022-12-12,2023-03-13,7.352477096520219,1.9863412375633192
2023-03-13,2023-06-12,1.7045772738119545,2.0201999588791786
2023-06-12,2023-09-11,2.4469078723977007,2.0696323907111682
2023-09-11,2023-12-11,-5.289258243245451,1.9601641888805998
2023-12-11,2024-03-11,15.709820420039119,2.2681024628916586
2024-03-11,2024-06-17,2.8202726359735184,2.332069136008433
2024-06-17,2024-09-16,-9.287334686473796,2.115482070227372
2024-09-16,2024-12-16,18.680303772298362,2.5106605471943513
2024-12-16,2025-03-17,-1.3518112527641417,2.476721155398668
2025-03-17,2025-06-16,0.8345557622988726,2.497390774517123
2025-06-16,2025-09-15,11.956136250306475,2.7959822182209746
2025-09-15,2025-12-15,2.3713337574381566,2.862284288413617
2025-12-15,2026-03-16,11.195752695855846,3.1827385587967427
2026-03-16,2026-06-15,-7.087478706295956,2.9571626411649525
